0.2,6818
1

6818	0.5	!1µÀ
0.02	2.5495	6.413	0.0	0.0	0.0	0.0
0.12	2.5495	6.413	0.0	0.0	0.1	0.0
0.22	2.5495	6.413	0.0	0.0	0.2	0.0
0.32	2.5495	6.413	0.0	0.0	0.3	0.0
0.42	2.5495	6.413	0.0	0.0	0.4	0.0
0.52	2.5495	6.413	0.0	0.0	0.5	0.0
0.62	2.5495	6.413	0.0	0.0	0.6	0.0
0.72	2.5495	6.413	0.0	0.0	0.7	0.0
0.82	2.5495	6.413	0.0	0.0	0.8	0.0
0.92	2.5495	6.413	0.0	0.0	0.9	0.0
1.02	2.5495	6.413	0.0	0.0	1.0	0.0
1.12	2.5495	6.413	0.0	0.0	1.1	0.0
1.22	2.5495	6.413	0.0	0.0	1.2	0.0
1.32	2.5495	6.413	0.0	0.0	1.3	0.0
1.42	2.5495	6.413	0.0	0.0	1.4	0.0
1.52	2.5495	6.413	0.0	0.0	1.5	0.0
1.62	2.5495	6.413	0.0	0.0	1.6	0.0
1.72	2.5495	6.413	0.0	0.0	1.7	0.0
1.82	2.5495	6.413	0.0	0.0	1.8	0.0
1.92	2.5495	6.413	0.0	0.0	1.9	0.0
2.02	2.5495	6.413	0.0	0.0	2.0	0.0
2.12	2.5495	6.413	0.0	0.0	2.1	0.0
2.22	2.5495	6.413	0.0	0.0	2.2	0.0
2.32	2.5495	6.413	0.0	0.0	2.3	0.0
2.42	2.5495	6.413	0.0	0.0	2.4	0.0
2.52	2.5495	6.413	0.0	0.0	2.5	0.0
2.62	2.5495	6.413	0.0	0.0	2.6	0.0
2.72	2.5495	6.413	0.0	0.0	2.7	0.0
2.82	2.5495	6.413	0.0	0.0	2.8	0.0
2.92	2.5495	6.413	0.0	0.0	2.9	0.0
3.02	2.5495	6.413	0.0	0.0	3.0	0.0
3.12	2.5495	6.413	0.0	0.0	3.1	0.0
3.22	2.5495	6.413	0.0	0.0	3.2	0.0
3.32	2.5495	6.413	0.0	0.0	3.3	0.0
3.42	2.5495	6.413	0.0	0.0	3.4	0.0
3.52	2.5495	6.413	0.0	0.0	3.5	0.0
3.62	2.5495	6.413	0.0	0.0	3.6	0.0
3.72	2.5495	6.413	0.0	0.0	3.7	0.0
3.82	2.5495	6.413	0.0	0.0	3.8	0.0
3.92	2.5495	6.413	0.0	0.0	3.9	0.0
4.02	2.5495	6.413	0.0	0.0	4.0	0.0
4.12	2.5495	6.413	0.0	0.0	4.1	0.0
